userId,productId,rating,comment
5362631,140012510,5,"giao hàng nhanh , mê ngành tình báo , chính trị thế giới nên mua xem học hỏi"
703,140012510,5,
13648259,140012510,5,
161866,140012510,5,
17738760,140012510,5,
27396822,140012510,5,quá tuyệt vời
557594,140012510,5,Sách tóm lược hay
211558,140012510,5,
2415,140012510,4,
19468460,140120577,5,"Nhà bán đã giao sản phẩm chất lượng cho tôi
Tôi rất hài lòng về bọc nilon của nhà bán
Tôi cần tặng cuốn sách này cho những người bạn mà tôi yêu quý
Chiếc bọc nilon sách này đối với tôi rất quan trọng"
1441813,140120577,5,"Đóng gói cẩn thận, giấy đẹp
Rất hài lòng về sản phầm lần này của tiki"
1426943,140120577,5,"Mình mới bắt đầu đọc nên chưa thể đánh giá khái quát về nội dung cuốn sách nhưng xem ra đây sẽ là một hành trình thú vị để tìm hiểu hành trình phát triển của các quốc gia trên thế giới và nguyên do vì sao lại có sự phát triển về trình độ phát triển của các nước lùi về thời tiền sử.
Mình cho 10 sao cho tiki vì bọc sách cực kỳ cẩn thận, bốn góc nệm xốp để sách không bị quăn góc trong quá trình vận chuyển. Cảm ơn Tiki."
8227804,140120577,5,
16472550,140120577,5,"Sách giao sớm 2 ngày, được bảo cẩn thận, không móp méo gì. Một trong quyển sách lịch sử đáng giá dành cho những ai yêu thích Sử, bên cạnh Sapiens . Sẽ ủng hộ shop trong tương lai"
382398,140120577,5,"sách mới. đã đọc quyển Sụp đổ của tác giả cách nay 8 năm. khá là hay và quyển này cũng không ngoại lệ. vẫn là lối hành văn lôi cuốn, đưa ra những lý luận phải khiến người đọc trầm trồ, thán phục với bộ óc thiên tài của Diamond"
16904370,140120577,5,
23890467,140120577,5,"giao hàng nhanh. sách được bọc nilon cẩn thận. về nội dung thì mới đọc được chương đầu nên chưa có đánh giá tổng quan, nhưng mở đầu đã đưa ra một góc nhìn khác về lịch sử"
6248210,140120577,5,Bao bọc cẩn thận. Giao hàng nhanh. Mua sau khi tham gia thảo luận của dịch giả và một số chuyên gia do Mega book tổ chức. Nội dung vẫn chưa đọc nên chưa review phần nội dung được.
16263933,140120577,4,"Sách đẹp, giao hàng khá nhanh, shipper thân thiện, điểm trừ lần này tiki gói hàng khá ẩu. Thua những lần trước.
2021 covid gần 24 tháng"
11275715,140120577,5,
